"Durable Medical Equipment,",,,,
"Prosthetics, Orthotics, and Supplies",,,,
(DMEPOS),,,,
January 2025 Former CBA ZIP Codes ,,,,
,,,,
CBA State,CBA ZIP Code,CBA Name Short,CBA Name,Year/Qtr
TX,75118,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75119,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75120,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75121,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75123,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75125,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75126,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75132,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75134,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75135,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75137,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75138,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75141,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75142,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75143,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75146,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75147,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75149,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75150,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75152,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75154,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75157,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75158,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75159,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75160,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75161,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75164,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75165,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75166,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75167,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75168,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75172,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75173,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75180,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75181,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75182,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75185,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75187,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75189,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75201,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75202,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75203,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75204,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75205,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75206,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75207,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75208,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75209,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75210,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75211,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75212,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75214,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75215,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75216,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75217,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75218,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75219,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75220,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75221,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75222,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75223,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75224,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75225,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75226,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75227,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75228,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75229,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75230,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75231,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75232,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75233,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75234,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75235,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75236,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75237,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75238,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75240,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75241,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75242,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75243,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75244,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75246,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75247,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75248,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75249,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75250,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75251,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75252,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75253,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75254,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75260,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75261,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75262,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75263,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75264,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75265,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75266,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75267,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75270,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75275,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75277,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75283,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75284,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75285,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75287,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75301,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75303,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75312,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75313,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75315,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75320,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75326,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75336,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75339,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75342,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75354,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75355,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75356,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75357,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75358,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75359,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75360,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75367,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75368,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75370,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75371,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75372,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75373,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75374,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75376,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75378,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75379,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75380,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75381,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75382,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75389,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75390,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75391,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75392,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75393,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75394,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75395,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75397,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75398,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75401,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75402,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75403,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75404,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75407,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75409,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75422,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75423,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75424,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75428,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75429,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75442,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75453,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75454,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75458,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75474,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75485,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,75496,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76001,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76002,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76003,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76004,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76005,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76006,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76007,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76008,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76009,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76010,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76011,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76012,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76013,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76014,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76015,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76016,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76017,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76018,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76019,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76020,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76021,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76022,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76023,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76028,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76031,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76033,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76034,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76035,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76036,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76039,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76040,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76041,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76044,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76048,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76049,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76050,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76051,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76052,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76053,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76054,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76058,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76059,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76060,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76061,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76063,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76064,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76065,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76066,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76071,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76073,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76078,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76082,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76084,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76085,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76086,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76087,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76088,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76092,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76093,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76094,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76095,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76096,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76097,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76098,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76099,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76101,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76102,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76103,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76104,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76105,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76106,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76107,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76108,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76109,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76110,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76111,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76112,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76113,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76114,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76115,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76116,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76117,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76118,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76119,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76120,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76121,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76122,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76123,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76124,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76126,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76127,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76129,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76130,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76131,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76132,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76133,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76134,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76135,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76136,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76137,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76140,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76147,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76148,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76150,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76155,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76161,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76162,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76163,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76164,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76166,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76177,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76179,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76180,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76181,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76182,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76185,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76190,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76191,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76192,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76193,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76195,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76196,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76197,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76198,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76199,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76201,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76202,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76203,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76204,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76205,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76206,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76207,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76208,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76209,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76210,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76225,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76226,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76227,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76234,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76244,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76246,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76247,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76248,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76249,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76258,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76259,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76262,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76266,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76267,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76270,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76426,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76431,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76439,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76462,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76467,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76476,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76485,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76487,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76490,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76623,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76651,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,76670,"Dallas, TX","Dallas-Fort Worth-Arlington, TX",202501
TX,79821,"El Paso, TX","El Paso, TX",202501
TX,79835,"El Paso, TX","El Paso, TX",202501
TX,79836,"El Paso, TX","El Paso, TX",202501
TX,79838,"El Paso, TX","El Paso, TX",202501
TX,79849,"El Paso, TX","El Paso, TX",202501
TX,79853,"El Paso, TX","El Paso, TX",202501
